0.071429	0.094633
0.071429	0.094633
0.076923	0.092795
0.071429	0.094633
0.071429	0.094633
0.076923	0.092795
0.000000	0.019318
0.027027	0.031074
0.071429	0.094633
0.071429	0.094633
0.076923	0.092795
0.071429	0.094633
0.071429	0.094633
0.076923	0.092795
0.071429	0.094633
0.071429	0.094633
0.076923	0.092795
0.000000	0.019318
0.027027	0.031074
0.071429	0.094633
0.071429	0.094633
0.076923	0.092795
0.000000	0.019318
0.027027	0.031074
0.071429	0.094633
0.071429	0.094633
0.076923	0.092795
0.027027	0.019318
0.054054	0.031074
0.071429	0.094633
0.071429	0.094633
0.076923	0.092795
0.027027	0.019318
0.054054	0.031074
0.071429	0.094633
0.071429	0.094633
0.076923	0.092795
0.066667	0.069939
0.066667	0.032506
0.027027	0.019318
0.054054	0.031494
0.066667	0.069939
0.066667	0.032506
0.027027	0.019318
0.054054	0.031074
0.066667	0.069939
0.066667	0.032506
0.027027	0.019318
0.054054	0.031074
0.066667	0.069939
0.066667	0.032506
0.181818	0.103172
0.090909	0.085134
0.166667	0.129146
0.090909	0.082098
0.181818	0.103736
0.090909	0.085234
0.166667	0.132376
0.090909	0.081753
0.181818	0.103736
0.090909	0.085234
0.166667	0.132376
0.090909	0.081753
0.066667	0.069939
0.066667	0.032506
0.027027	0.019318
0.054054	0.031074
0.066667	0.069939
0.066667	0.032506
0.055556	0.071149
0.055556	0.047872
0.027027	0.019318
0.054054	0.031074
0.066667	0.069939
0.066667	0.032506
0.071429	0.073787
0.071429	0.083686
0.066667	0.069939
0.066667	0.032506
0.125000	0.095326
0.125000	0.108896
0.083333	0.092864
0.083333	0.093715
0.125000	0.104109
0.120000	0.124175
0.125000	0.104615
0.083333	0.087779
0.120000	0.122624
0.083333	0.092336
0.066667	0.069939
0.066667	0.032506
0.105263	0.084442
0.102564	0.075668
0.052632	0.069177
0.105263	0.084975
0.078947	0.075240
0.052632	0.049641
0.102564	0.084876
0.078947	0.063200
0.131579	0.098241
0.128205	0.119087
0.078947	0.073786
0.131579	0.098450
0.105263	0.112715
0.078947	0.065673
0.128205	0.123325
0.105263	0.097743
0.066667	0.069939
0.066667	0.032506
0.066667	0.069939
0.066667	0.032506
0.066667	0.069939
0.066667	0.032506
0.066667	0.069939
0.066667	0.032506
0.066667	0.069939
0.066667	0.032506
0.066667	0.069939
0.066667	0.032506
0.066667	0.069939
0.066667	0.032506
0.117647	0.096960
0.062500	0.062500
0.064516	0.069621
0.080645	0.085477
0.080645	0.069621
0.096774	0.085477
0.080645	0.069621
0.096774	0.085477
0.080645	0.069621
0.096774	0.085477
0.065574	0.067937
0.081967	0.063460
0.068966	0.034496
0.034483	0.000000
0.041667	0.074332
0.000000	0.065812
0.062500	0.062397
0.062500	0.061861
0.083333	0.093990
0.083333	0.084884
0.074468	0.092953
0.074468	0.091914
0.063830	0.072720
0.061224	0.061829
0.081633	0.071248
0.102041	0.071248
0.102041	0.071248
0.083333	0.053241
